id,timestamp,site_id,synth_point_id,lat,lon,epsg,sensor,resolution_m,NDVI,NDWI,NDMI,BSI,NBR,clay_frac,mm_interval,mm_cumulative,VV_bit,VH_bit,B_bit,score_NDVI,score_NDWI,score_NDMI,score_BSI,score_NBR,score_clay,score_insar,score_amplitude,score_overall,flags,seed,is_bad_track,notes,total,density,maintenance_priority,priority_category
rec_314,2025-10-26T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.394281692,-0.192318554,-0.103092289,0.152459399,0.371171939,0.030492976,-2.584954887,-35.35988549,6617,6936,4262,0.457151796,0.019203614,0.328179518,0.435598283,0.048046769,0.076232441,1.0,0.265166495,0.410414439,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_315,2025-10-27T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.441614559,-0.186954978,-0.062256988,0.190179398,0.473293156,0.0,-6.322584636,-37.25266478,4524,7406,2873,0.351967647,0.032612554,0.396238354,0.543369708,0.0,0.0,1.0,0.391436255,0.406999322,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_316,2025-10-28T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.495527894,-0.181783031,-0.041882308,0.133472647,0.444424927,0.005727393,-5.180676548,-38.00353599,4312,2146,4165,0.232160236,0.045542424,0.430196153,0.38135042,0.0,0.014318482,1.0,0.457943557,0.377263857,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_317,2025-10-29T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.481442766,-0.169244892,-0.044372201,0.094245554,0.444450144,0.028645987,-4.290518887,-37.86424954,5601,6543,3656,0.26346052,0.07688777,0.426046332,0.269273012,0.0,0.071614968,1.0,0.053566612,0.357474211,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_318,2025-10-30T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.491701307,-0.166402081,-0.052122494,0.176705673,0.343950457,0.031945013,-5.76496209,-39.19940629,6482,4954,4549,0.240663762,0.083994797,0.413129176,0.504873352,0.093415905,0.079862532,1.0,0.222815147,0.398135213,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_319,2025-10-31T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.460969621,-0.163416974,-0.068563027,0.199407317,0.325016361,0.037832265,-3.733604862,-38.50320581,5496,2330,5107,0.308956397,0.091457566,0.385728289,0.569735191,0.124972731,0.094580664,1.0,0.08650655,0.413570069,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_320,2025-11-01T00:00:00Z,line66_ord0,line66_ord0_p0,20.33219748,-102.2823263,4326,S1+S2_synthetic,10,0.338500361,-0.130167654,-0.086221909,0.124365174,0.308074136,0.025815862,-4.507230792,-38.58063126,5400,6557,3523,0.393054552,0.093226081,0.320371022,0.444161337,0.024845551,0.064539656,1.0,0.116623064,0.393190274,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=34.71; surface=vegetated; bsi_profile=bare,196,0.224489796,-0.8140822,LOW
rec_369,2025-10-25T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.443690799,-0.174524994,-0.066273796,0.097503604,0.330177728,0.014122021,3.733095972,34.26519144,3594,6537,2347,0.347353779,0.063687516,0.389543673,0.278581727,0.116370454,0.035305053,1.0,0.294142296,0.396057167,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_370,2025-10-26T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.380546769,-0.164119611,-0.052857961,0.014761649,0.331412167,0.01951786,3.539966358,33.44342987,8816,8934,5394,0.487673846,0.089700972,0.411903398,0.042176139,0.114313055,0.048794649,1.0,0.404203269,0.412304844,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_371,2025-10-27T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.364113224,-0.121941489,-0.075144249,0.00761118,0.300399483,0.033331906,3.360795801,32.44249775,4805,7059,3083,0.524192836,0.195146276,0.374759585,0.021746228,0.166000861,0.083329766,1.0,0.132193526,0.418418049,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_372,2025-10-28T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.294471539,-0.093127041,-0.05240394,0.031313976,0.290353443,0.042153128,5.1456586,33.22642843,3136,4374,2285,0.515356836,0.208977996,0.390825125,0.111835629,0.06176366,0.10538282,1.0,0.355391294,0.426079753,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_373,2025-10-29T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.39753914,-0.10120121,-0.069915109,0.065686615,0.37224361,0.045608054,3.489218826,32.35391933,2391,6208,1580,0.449913021,0.246996976,0.383474819,0.187676042,0.046260651,0.114020135,1.0,0.455021215,0.426362294,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_374,2025-10-30T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.324671402,-0.137754815,-0.059763374,0.142254337,0.341804265,0.033527497,4.749288454,32.74147986,6453,2558,5748,0.611841328,0.155612963,0.400394377,0.406440963,0.096992892,0.083818742,1.0,0.088195883,0.46178248,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_375,2025-10-31T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.280172318,-0.160891204,-0.107648543,0.156438809,0.340418352,0.019107608,3.923178618,32.30293055,8883,3551,6942,0.710728181,0.097771991,0.320585762,0.446968027,0.099302747,0.047769021,1.0,0.413163275,0.482649529,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_376,2025-11-01T00:00:00Z,line137_ord0,line137_ord0_p0,32.66491251,-115.4964854,4326,S1+S2_synthetic,10,0.332890146,-0.16938156,-0.10923459,0.148425734,0.360412415,0.000298237,5.397884319,33.33908695,8270,4922,5815,0.593577453,0.0765461,0.31794235,0.424073525,0.065979309,0.000745593,1.0,0.331185904,0.442962277,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-12.95; surface=vegetated; bsi_profile=bare,246,0.24796748,-0.036531526,LOW
rec_377,2025-10-25T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.428256117,-0.241232773,-0.065463136,0.140006619,0.404351371,0.042527289,-4.479099678,-25.42236574,8471,1964,8548,0.381653073,0.0,0.390894774,0.400018911,0.0,0.106318222,1.0,0.45978902,0.403272084,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_378,2025-10-26T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.452532157,-0.218003809,-0.063573164,0.131870456,0.374133809,0.035153007,-2.280052822,-24.71052341,8183,2246,7734,0.327706317,0.0,0.394044727,0.376772731,0.043110318,0.087882518,1.0,0.413861945,0.393879016,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_379,2025-10-27T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.274570482,-0.160057836,-0.053443111,0.115693137,0.273617889,0.00809418,-2.668768174,-24.38739644,3920,2895,3314,0.570637549,0.0,0.388660185,0.413189774,0.096629398,0.020235451,1.0,0.265954439,0.442549419,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_380,2025-10-28T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.301443183,-0.128998587,-0.067138083,0.097674764,0.334423647,0.041625457,-2.959292489,-24.35479377,7365,3803,5618,0.495991157,0.096879416,0.360128995,0.348838444,0.0,0.104063641,1.0,0.283416296,0.417163364,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_381,2025-10-29T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.394112508,-0.122323856,-0.058664751,0.064909115,0.316596852,0.027999925,-3.372947634,-24.73584625,3729,7381,2369,0.238576366,0.11773795,0.377781769,0.231818269,0.007089893,0.069999812,1.0,0.29641302,0.358722286,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_382,2025-10-30T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.551184267,-0.185623909,-0.081692623,0.150667122,0.451554498,0.00404173,-4.589988783,-26.33393989,5194,4566,3734,0.108479406,0.035940227,0.363845629,0.430477493,0.0,0.010104325,1.0,0.062790922,0.32655926,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_383,2025-10-31T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.492538894,-0.218578486,-0.095799355,0.193052654,0.366105143,0.0,-3.501668185,-26.84371292,5468,6701,3550,0.238802458,0.0,0.340334408,0.55157901,0.056491429,0.0,1.0,0.019096414,0.363397089,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_384,2025-11-01T00:00:00Z,line127_ord0,line127_ord0_p0,25.80463794,-108.4940406,4326,S1+S2_synthetic,10,0.323547404,-0.200489785,-0.064656239,0.160491693,0.305318381,0.0,-3.147641852,-26.99945962,2372,7824,1489,0.434590544,0.0,0.365299502,0.573184617,0.030586707,0.0,1.0,0.512812465,0.429260125,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-11.89; surface=vegetated; bsi_profile=bare,213,0.281690141,1.080319615,HIGH
rec_393,2025-10-25T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.435475766,-0.212088095,-0.101950762,0.126186941,0.365353441,0.0,-5.61632357,-29.37774722,528,2194,504,0.365609408,0.0,0.330082063,0.360534117,0.057744266,0.0,1.0,0.657932945,0.40024589,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_394,2025-10-26T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.409533826,-0.196405606,-0.083200505,0.180258911,0.412831996,0.000824314,-3.671519393,-29.65477752,1085,706,2079,0.423258164,0.008985986,0.361332491,0.515025461,0.0,0.002060786,1.0,0.362185017,0.409464941,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_395,2025-10-27T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.450300515,-0.208069718,-0.08739205,0.057531176,0.409432171,0.011496089,-3.001090343,-29.26137877,2131,839,3605,0.332665522,0.0,0.354346584,0.164374789,0.0,0.028740224,1.0,0.193205165,0.34721984,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_396,2025-10-28T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.38749209,-0.198729281,-0.095559651,0.174407217,0.449713899,0.016726529,-2.298490736,-28.16538041,2392,831,4071,0.472239799,0.003176797,0.340733915,0.498306336,0.0,0.041816323,1.0,0.331787228,0.414386538,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_397,2025-10-29T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.345110881,-0.2010873,-0.101860443,0.137406143,0.446452476,0.029224781,-2.461893603,-27.23278492,1481,2831,1263,0.566420265,0.0,0.330232595,0.392588979,0.0,0.073061953,1.0,0.151922577,0.413327067,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_398,2025-10-30T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.292438077,-0.147357482,-0.091532705,0.111235896,0.291283983,0.022073225,-3.425005838,-27.26330167,2141,2783,1840,0.521005342,0.03950787,0.309306865,0.397271055,0.059825035,0.055183062,1.0,0.198514823,0.41593364,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_399,2025-10-31T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.386725742,-0.174648821,-0.104074411,0.161117343,0.437106527,0.022035805,-3.972868598,-27.84168117,2030,2493,1829,0.473942795,0.063377947,0.326542648,0.460335267,0.0,0.055089514,1.0,0.139577624,0.405874634,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_400,2025-11-01T00:00:00Z,line131_ord0,line131_ord0_p0,20.73435503,-103.6365862,4326,S1+S2_synthetic,10,0.351292705,-0.181506657,-0.111716853,0.18408917,0.393986213,0.035578062,-3.379781381,-27.82697346,2349,791,4141,0.552682878,0.046233358,0.313805246,0.525969057,0.010022979,0.088945155,1.0,0.3089557,0.436226093,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=20.75; surface=water; bsi_profile=bare,210,0.257142857,0.267345168,MEDIUM
rec_401,2025-10-25T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.420265206,-0.129885978,-0.059723035,0.153694714,0.395303981,0.02148579,-2.333188623,-23.43978425,7165,1761,7649,0.399410653,0.175285056,0.400461609,0.439127754,0.007826698,0.053714475,1.0,0.317423908,0.421123577,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_402,2025-10-26T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.425822383,-0.118203373,-0.058892527,0.108986206,0.361122131,0.017565074,-2.40704274,-22.83159905,7237,3867,5489,0.387061372,0.204491568,0.401845788,0.311389161,0.064796448,0.043912684,1.0,0.311040409,0.416744337,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_403,2025-10-27T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.394083162,-0.123766434,-0.074348609,0.151975884,0.350995974,0.010328997,-3.771045686,-23.58741678,8769,5644,5938,0.457592974,0.190583914,0.376085652,0.434216811,0.081673376,0.025822492,1.0,0.175213742,0.432714333,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_404,2025-10-28T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.414578825,-0.170022701,-0.06405312,0.09173445,0.314176025,0.00085955,-4.246602563,-24.8187914,9777,5068,6817,0.412047056,0.074943247,0.393244801,0.26209843,0.143039959,0.002148875,1.0,0.085844759,0.400955975,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_405,2025-10-29T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.45311313,-0.11545547,-0.072692722,0.068216575,0.354981982,0.0,-3.921077257,-25.72464071,12089,3957,9099,0.326415266,0.211361324,0.378845463,0.1949045,0.075030029,0.0,1.0,0.119136478,0.379947783,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_406,2025-10-30T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.436592116,-0.130604099,-0.08641258,0.054192946,0.384043614,0.0,-3.322383797,-26.03179656,15728,4368,11464,0.363128631,0.173489752,0.355979033,0.154836989,0.026593976,0.0,1.0,0.441769144,0.384932809,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_407,2025-10-31T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.492508941,-0.13961681,-0.08066381,0.014024099,0.40049692,0.004139975,-4.106551239,-27.12311985,7618,1477,8963,0.23886902,0.150957975,0.365560317,0.040068854,0.0,0.010349937,1.0,0.277261062,0.336091084,"[""critical_threshold"", ""insar_critical"", ""coherence_low"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_408,2025-11-01T00:00:00Z,line23_ord0,line23_ord0_p0,25.90641816,-100.3641079,4326,S1+S2_synthetic,10,0.493168884,-0.153229995,-0.099284239,0.10257654,0.404745718,0.001577391,-2.602993104,-26.71088501,17579,926,27769,0.237402481,0.116925012,0.334526268,0.293075829,0.0,0.003943477,1.0,0.605878258,0.369150607,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=urban; bsi_profile=bare,198,0.267676768,0.616214729,MEDIUM
rec_417,2025-10-25T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.327073974,-0.221237305,-0.101739218,0.139217779,0.346116015,0.017249163,-5.485556174,-30.59493634,9300,5317,6399,0.60650228,0.0,0.330434637,0.397765083,0.089806642,0.043122908,1.0,0.228948426,0.437716723,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_418,2025-10-26T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.222081005,-0.198542977,-0.089386375,0.101164939,0.350940717,0.008482301,-4.396352679,-31.40423471,9831,1283,12573,0.839819988,0.003642558,0.351022709,0.289042682,0.081765472,0.021205753,1.0,0.180708115,0.472246442,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_419,2025-10-27T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.329215511,-0.228528576,-0.101581249,0.074610664,0.257042902,0.016952437,-2.677536101,-30.4947165,6633,2996,5531,0.601743308,0.0,0.330697919,0.213173327,0.23826183,0.042381094,1.0,0.471240158,0.452691019,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_420,2025-10-28T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.350633086,-0.224865421,-0.099751993,0.15074047,0.272756153,0.006230082,-3.346615417,-30.25427761,13558,5283,9345,0.554148697,0.0,0.333746678,0.430687058,0.212073078,0.015575205,1.0,0.157882544,0.444444296,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_421,2025-10-29T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.3181945,-0.20878195,-0.094806377,0.173965064,0.306427833,0.007388992,-2.687139614,-29.35436291,17632,2965,14761,0.626234443,0.0,0.341989371,0.49704304,0.155953611,0.018472481,1.0,0.527997473,0.476966138,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_422,2025-10-30T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.401645504,-0.174715162,-0.100877309,0.105546853,0.333940095,0.010879719,-2.856463724,-28.62377233,16733,1586,18916,0.440787769,0.063212096,0.331871151,0.301562436,0.110099841,0.027199297,1.0,0.446325082,0.414606875,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_423,2025-10-31T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.347435248,-0.191378769,-0.091145925,0.119116992,0.36862548,0.014850553,-3.213202165,-28.24992018,12129,2329,11270,0.561255004,0.021553079,0.348090125,0.340334263,0.052290866,0.037126382,1.0,0.028060689,0.411756237,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_424,2025-11-01T00:00:00Z,line121_ord0,line121_ord0_p0,31.07491532,-110.1756677,4326,S1+S2_synthetic,10,0.333694106,-0.20415358,-0.092122558,-0.00181404,0.356512333,0.012503636,-6.285872768,-30.94873864,8745,4000,6559,0.591790875,0.0,0.346462403,0.0,0.072479445,0.031259091,1.0,0.27936909,0.396730861,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-22.10; surface=urban; bsi_profile=bare,226,0.283185841,1.12985527,HIGH
rec_425,2025-10-25T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.50189409,-0.20174265,-0.10305129,0.172189954,0.358490439,0.003931875,3.055606107,34.41675892,15517,948,24125,0.218013134,0.0,0.328247849,0.491971297,0.069182602,0.009829686,1.0,0.479170665,0.376864342,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_426,2025-10-26T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.448419278,-0.174559365,-0.098726071,0.151412549,0.247613736,0.017641615,4.519094135,34.45568837,13090,1535,15068,0.087724229,0.0,0.294320686,0.540759103,0.150804716,0.044104037,1.0,0.234519943,0.352320766,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_427,2025-10-27T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.594635458,-0.220037931,-0.082665376,0.158454695,0.316451831,0.04226039,4.035504995,34.01102868,11032,2984,9213,0.011921204,0.0,0.362224374,0.452727699,0.139246948,0.105650975,1.0,0.027065809,0.329513548,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
